"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Halifax County, NC"	"37083"	"2011"	"2011"	Suppressed	54173	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, NC"	"37083"	"2012"	"2012"	Suppressed	54006	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, NC"	"37083"	"2013"	"2013"	Suppressed	53453	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, NC"	"37083"	"2014"	"2014"	Suppressed	52970	Suppressed	Suppressed	Suppressed	Suppressed
	"Halifax County, NC"	"37083"	"2015"	"2015"	11	52456	Unreliable	6.32	Unreliable	7.23
	"Halifax County, NC"	"37083"	"2016"	"2016"	10	51766	Unreliable	6.11	Unreliable	6.94
	"Halifax County, NC"	"37083"	"2017"	"2017"	Suppressed	51310	Suppressed	Suppressed	Suppressed	Suppressed
	"Harnett County, NC"	"37085"	"2006"	"2006"	Suppressed	103036	Suppressed	Suppressed	Suppressed	Suppressed
	"Harnett County, NC"	"37085"	"2007"	"2007"	Suppressed	105770	Suppressed	Suppressed	Suppressed	Suppressed
	"Harnett County, NC"	"37085"	"2008"	"2008"	10	108752	Unreliable	2.91	Unreliable	2.94
	"Harnett County, NC"	"37085"	"2009"	"2009"	Suppressed	111866	Suppressed	Suppressed	Suppressed	Suppressed
	"Harnett County, NC"	"37085"	"2010"	"2010"	10	114678	Unreliable	2.76	Unreliable	2.89
	"Harnett County, NC"	"37085"	"2011"	"2011"	Suppressed	119256	Suppressed	Suppressed	Suppressed	Suppressed
	"Harnett County, NC"	"37085"	"2012"	"2012"	16	122135	Unreliable	3.28	Unreliable	3.35
	"Harnett County, NC"	"37085"	"2013"	"2013"	13	124987	Unreliable	2.88	Unreliable	2.99
	"Harnett County, NC"	"37085"	"2014"	"2014"	14	126666	Unreliable	2.95	Unreliable	3.10
	"Harnett County, NC"	"37085"	"2015"	"2015"	11	128140	Unreliable	2.59	Unreliable	2.76
	"Harnett County, NC"	"37085"	"2016"	"2016"	16	130881	Unreliable	3.06	Unreliable	3.17
	"Harnett County, NC"	"37085"	"2017"	"2017"	33	132754	24.86	4.33	25.64	4.50
	"Haywood County, NC"	"37087"	"2006"	"2006"	Suppressed	57701	Suppressed	Suppressed	Suppressed	Suppressed
	"Haywood County, NC"	"37087"	"2007"	"2007"	Suppressed	58386	Suppressed	Suppressed	Suppressed	Suppressed
	"Haywood County, NC"	"37087"	"2008"	"2008"	12	58811	Unreliable	5.89	Unreliable	6.58
	"Haywood County, NC"	"37087"	"2009"	"2009"	Suppressed	59152	Suppressed	Suppressed	Suppressed	Suppressed
	"Haywood County, NC"	"37087"	"2010"	"2010"	13	59036	Unreliable	6.11	Unreliable	6.91
	"Haywood County, NC"	"37087"	"2011"	"2011"	Suppressed	58855	Suppressed	Suppressed	Suppressed	Suppressed
	"Haywood County, NC"	"37087"	"2012"	"2012"	17	58908	Unreliable	7.00	Unreliable	8.47
	"Haywood County, NC"	"37087"	"2013"	"2013"	16	59183	Unreliable	6.76	Unreliable	8.16
	"Haywood County, NC"	"37087"	"2014"	"2014"	Suppressed	59471	Suppressed	Suppressed	Suppressed	Suppressed
	"Haywood County, NC"	"37087"	"2015"	"2015"	11	59868	Unreliable	5.54	Unreliable	5.43
	"Haywood County, NC"	"37087"	"2016"	"2016"	12	60682	Unreliable	5.71	Unreliable	6.37
	"Haywood County, NC"	"37087"	"2017"	"2017"	16	61084	Unreliable	6.55	Unreliable	7.15
	"Henderson County, NC"	"37089"	"2006"	"2006"	Suppressed	100056	Suppressed	Suppressed	Suppressed	Suppressed
	"Henderson County, NC"	"37089"	"2007"	"2007"	10	102270	Unreliable	3.09	Unreliable	3.65
	"Henderson County, NC"	"37089"	"2008"	"2008"	17	104289	Unreliable	3.95	Unreliable	4.70
	"Henderson County, NC"	"37089"	"2009"	"2009"	Suppressed	105813	Suppressed	Suppressed	Suppressed	Suppressed
	"Henderson County, NC"	"37089"	"2010"	"2010"	13	106740	Unreliable	3.38	Unreliable	4.10
	"Henderson County, NC"	"37089"	"2011"	"2011"	13	107927	Unreliable	3.34	Unreliable	3.75
	"Henderson County, NC"	"37089"	"2012"	"2012"	12	108266	Unreliable	3.20	Unreliable	3.79
	"Henderson County, NC"	"37089"	"2013"	"2013"	22	109540	20.08	4.28	24.07	5.26
	"Henderson County, NC"	"37089"	"2014"	"2014"	11	111149	Unreliable	2.98	Unreliable	3.64
	"Henderson County, NC"	"37089"	"2015"	"2015"	16	112655	Unreliable	3.55	Unreliable	3.90
	"Henderson County, NC"	"37089"	"2016"	"2016"	14	114209	Unreliable	3.28	Unreliable	4.17
	"Henderson County, NC"	"37089"	"2017"	"2017"	29	115708	25.06	4.65	29.68	5.71
	"Hertford County, NC"	"37091"	"2006"	"2006"	Suppressed	23981	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2007"	"2007"	Suppressed	24240	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2008"	"2008"	Suppressed	24473	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2009"	"2009"	Suppressed	24580	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2010"	"2010"	Suppressed	24669	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2011"	"2011"	Suppressed	24433	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2012"	"2012"	Suppressed	24438	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2013"	"2013"	Suppressed	24431	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2014"	"2014"	Suppressed	24308	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2015"	"2015"	Suppressed	24184	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2016"	"2016"	Suppressed	24136	Suppressed	Suppressed	Suppressed	Suppressed
	"Hertford County, NC"	"37091"	"2017"	"2017"	Suppressed	23906	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2006"	"2006"	Suppressed	41360	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2007"	"2007"	Suppressed	42496	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2008"	"2008"	Suppressed	43912	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2009"	"2009"	Suppressed	45406	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2010"	"2010"	Suppressed	46952	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2011"	"2011"	Suppressed	49272	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2012"	"2012"	Suppressed	50536	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2013"	"2013"	Suppressed	51322	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2014"	"2014"	Suppressed	51611	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2015"	"2015"	Suppressed	52671	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2016"	"2016"	Suppressed	53262	Suppressed	Suppressed	Suppressed	Suppressed
	"Hoke County, NC"	"37093"	"2017"	"2017"	Suppressed	54116	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2006"	"2006"	Suppressed	5621	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2007"	"2007"	Suppressed	5639	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2008"	"2008"	Suppressed	5764	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2009"	"2009"	Suppressed	5774	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2010"	"2010"	Suppressed	5810	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2011"	"2011"	Suppressed	5822	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2012"	"2012"	Suppressed	5859	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2013"	"2013"	Suppressed	5721	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2014"	"2014"	Suppressed	5676	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2015"	"2015"	Suppressed	5526	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2016"	"2016"	Suppressed	5517	Suppressed	Suppressed	Suppressed	Suppressed
	"Hyde County, NC"	"37095"	"2017"	"2017"	Suppressed	5363	Suppressed	Suppressed	Suppressed	Suppressed
	"Iredell County, NC"	"37097"	"2006"	"2006"	14	146854	Unreliable	2.55	Unreliable	2.60
	"Iredell County, NC"	"37097"	"2007"	"2007"	22	151944	14.48	3.09	14.87	3.19
	"Iredell County, NC"	"37097"	"2008"	"2008"	17	156204	Unreliable	2.64	Unreliable	2.75
	"Iredell County, NC"	"37097"	"2009"	"2009"	26	158387	16.42	3.22	16.90	3.33
	"Iredell County, NC"	"37097"	"2010"	"2010"	18	159437	Unreliable	2.66	Unreliable	2.72
	"Iredell County, NC"	"37097"	"2011"	"2011"	30	161202	18.61	3.40	18.88	3.50
	"Iredell County, NC"	"37097"	"2012"	"2012"	24	162708	14.75	3.01	14.72	3.05
	"Iredell County, NC"	"37097"	"2013"	"2013"	21	164517	12.76	2.79	12.84	2.85
	"Iredell County, NC"	"37097"	"2014"	"2014"	25	166675	15.00	3.00	15.72	3.19
	"Iredell County, NC"	"37097"	"2015"	"2015"	20	169866	11.77	2.63	12.17	2.77
	"Iredell County, NC"	"37097"	"2016"	"2016"	34	172916	19.66	3.37	20.37	3.56
	"Iredell County, NC"	"37097"	"2017"	"2017"	34	175711	19.35	3.32	20.11	3.53
	"Jackson County, NC"	"37099"	"2006"	"2006"	Suppressed	38129	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2007"	"2007"	Suppressed	38404	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2008"	"2008"	Suppressed	38994	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2009"	"2009"	Suppressed	39856	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2010"	"2010"	Suppressed	40271	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2011"	"2011"	Suppressed	40285	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2012"	"2012"	Suppressed	40448	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2013"	"2013"	Suppressed	40919	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2014"	"2014"	Suppressed	40981	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2015"	"2015"	Suppressed	41265	Suppressed	Suppressed	Suppressed	Suppressed
	"Jackson County, NC"	"37099"	"2016"	"2016"	16	42241	Unreliable	9.47	Unreliable	12.96
	"Jackson County, NC"	"37099"	"2017"	"2017"	11	42973	Unreliable	7.72	Unreliable	8.63
	"Johnston County, NC"	"37101"	"2006"	"2006"	Suppressed	149721	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnston County, NC"	"37101"	"2007"	"2007"	Suppressed	155695	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnston County, NC"	"37101"	"2008"	"2008"	Suppressed	161746	Suppressed	Suppressed	Suppressed	Suppressed
	"Johnston County, NC"	"37101"	"2009"	"2009"	11	166478	Unreliable	1.99	Unreliable	1.88
	"Johnston County, NC"	"37101"	"2010"	"2010"	23	168878	13.62	2.84	13.18	2.76
	"Johnston County, NC"	"37101"	"2011"	"2011"	14	172595	Unreliable	2.17	Unreliable	2.10
	"Johnston County, NC"	"37101"	"2012"	"2012"	16	174938	Unreliable	2.29	Unreliable	2.28
	"Johnston County, NC"	"37101"	"2013"	"2013"	17	177967	Unreliable	2.32	Unreliable	2.33
	"Johnston County, NC"	"37101"	"2014"	"2014"	11	181423	Unreliable	1.83	Unreliable	1.81
	"Johnston County, NC"	"37101"	"2015"	"2015"	24	185660	12.93	2.64	13.61	2.80
	"Johnston County, NC"	"37101"	"2016"	"2016"	18	191450	Unreliable	2.22	Unreliable	2.24
	"Johnston County, NC"	"37101"	"2017"	"2017"	35	196708	17.79	3.01	18.37	3.14
	"Jones County, NC"	"37103"	"2006"	"2006"	Suppressed	9994	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2007"	"2007"	Suppressed	10035	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2008"	"2008"	Suppressed	9974	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2009"	"2009"	Suppressed	10143	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2010"	"2010"	Suppressed	10153	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2011"	"2011"	Suppressed	10020	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2012"	"2012"	Suppressed	10275	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2013"	"2013"	Suppressed	10215	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2014"	"2014"	Suppressed	10076	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2015"	"2015"	Suppressed	10013	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2016"	"2016"	Suppressed	9845	Suppressed	Suppressed	Suppressed	Suppressed
	"Jones County, NC"	"37103"	"2017"	"2017"	Suppressed	9597	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2006"	"2006"	Suppressed	52642	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2007"	"2007"	Suppressed	54106	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2008"	"2008"	Suppressed	55822	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2009"	"2009"	Suppressed	57359	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2010"	"2010"	Suppressed	57866	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2011"	"2011"	Suppressed	58752	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2012"	"2012"	Suppressed	59715	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2013"	"2013"	Suppressed	60266	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2014"	"2014"	Suppressed	59662	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2015"	"2015"	10	59660	Unreliable	5.30	Unreliable	5.75
	"Lee County, NC"	"37105"	"2016"	"2016"	Suppressed	59616	Suppressed	Suppressed	Suppressed	Suppressed
	"Lee County, NC"	"37105"	"2017"	"2017"	20	60430	33.10	7.40	37.19	8.41
	"Lenoir County, NC"	"37107"	"2006"	"2006"	Suppressed	59203	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2007"	"2007"	Suppressed	59072	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2008"	"2008"	Suppressed	59398	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2009"	"2009"	Suppressed	59421	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2010"	"2010"	Suppressed	59495	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2011"	"2011"	10	59339	Unreliable	5.33	Unreliable	5.81
	"Lenoir County, NC"	"37107"	"2012"	"2012"	Suppressed	59227	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2013"	"2013"	Suppressed	58914	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2014"	"2014"	Suppressed	58485	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2015"	"2015"	11	58106	Unreliable	5.71	Unreliable	5.88
	"Lenoir County, NC"	"37107"	"2016"	"2016"	Suppressed	57307	Suppressed	Suppressed	Suppressed	Suppressed
	"Lenoir County, NC"	"37107"	"2017"	"2017"	15	56883	Unreliable	6.81	Unreliable	6.90
	"Lincoln County, NC"	"37109"	"2006"	"2006"	11	72179	Unreliable	4.59	Unreliable	4.97
	"Lincoln County, NC"	"37109"	"2007"	"2007"	Suppressed	74139	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, NC"	"37109"	"2008"	"2008"	Suppressed	76143	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, NC"	"37109"	"2009"	"2009"	15	77573	Unreliable	4.99	Unreliable	4.96
	"Lincoln County, NC"	"37109"	"2010"	"2010"	Suppressed	78265	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, NC"	"37109"	"2011"	"2011"	14	78932	Unreliable	4.74	Unreliable	4.44
	"Lincoln County, NC"	"37109"	"2012"	"2012"	11	79313	Unreliable	4.18	Unreliable	4.59
	"Lincoln County, NC"	"37109"	"2013"	"2013"	15	79740	Unreliable	4.86	Unreliable	4.85
	"Lincoln County, NC"	"37109"	"2014"	"2014"	Suppressed	79829	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, NC"	"37109"	"2015"	"2015"	Suppressed	81035	Suppressed	Suppressed	Suppressed	Suppressed
	"Lincoln County, NC"	"37109"	"2016"	"2016"	17	81168	Unreliable	5.08	Unreliable	5.34
	"Lincoln County, NC"	"37109"	"2017"	"2017"	Suppressed	82403	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2006"	"2006"	Suppressed	43969	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2007"	"2007"	13	44345	Unreliable	8.13	Unreliable	8.21
	"McDowell County, NC"	"37111"	"2008"	"2008"	14	44768	Unreliable	8.36	Unreliable	8.86
	"McDowell County, NC"	"37111"	"2009"	"2009"	Suppressed	44865	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2010"	"2010"	Suppressed	44996	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2011"	"2011"	Suppressed	45104	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2012"	"2012"	Suppressed	44998	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2013"	"2013"	Suppressed	44961	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2014"	"2014"	Suppressed	44965	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2015"	"2015"	Suppressed	44989	Suppressed	Suppressed	Suppressed	Suppressed
	"McDowell County, NC"	"37111"	"2016"	"2016"	17	45075	Unreliable	9.15	Unreliable	9.10
	"McDowell County, NC"	"37111"	"2017"	"2017"	13	45159	Unreliable	7.98	Unreliable	8.54
	"Macon County, NC"	"37113"	"2006"	"2006"	13	32736	Unreliable	11.01	Unreliable	14.28
	"Macon County, NC"	"37113"	"2007"	"2007"	Suppressed	33164	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2008"	"2008"	Suppressed	33608	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2009"	"2009"	Suppressed	33820	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2010"	"2010"	Suppressed	33922	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2011"	"2011"	Suppressed	34074	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2012"	"2012"	Suppressed	33869	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2013"	"2013"	Suppressed	33857	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2014"	"2014"	Suppressed	33875	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2015"	"2015"	Suppressed	34201	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2016"	"2016"	Suppressed	34376	Suppressed	Suppressed	Suppressed	Suppressed
	"Macon County, NC"	"37113"	"2017"	"2017"	Suppressed	34732	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2006"	"2006"	Suppressed	20265	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2007"	"2007"	Suppressed	20420	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2008"	"2008"	Suppressed	20585	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2009"	"2009"	Suppressed	20700	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2010"	"2010"	Suppressed	20764	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2011"	"2011"	Suppressed	20816	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2012"	"2012"	Suppressed	20742	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2013"	"2013"	Suppressed	21022	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2014"	"2014"	Suppressed	21157	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2015"	"2015"	Suppressed	21139	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2016"	"2016"	Suppressed	21340	Suppressed	Suppressed	Suppressed	Suppressed
	"Madison County, NC"	"37115"	"2017"	"2017"	Suppressed	21746	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2006"	"2006"	Suppressed	24651	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2007"	"2007"	Suppressed	24391	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2008"	"2008"	Suppressed	24404	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2009"	"2009"	Suppressed	24408	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2010"	"2010"	Suppressed	24505	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2011"	"2011"	Suppressed	24180	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2012"	"2012"	Suppressed	23961	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2013"	"2013"	Suppressed	23699	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2014"	"2014"	Suppressed	23454	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2015"	"2015"	Suppressed	23357	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2016"	"2016"	Suppressed	23172	Suppressed	Suppressed	Suppressed	Suppressed
	"Martin County, NC"	"37117"	"2017"	"2017"	Suppressed	22789	Suppressed	Suppressed	Suppressed	Suppressed
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	48	831507	5.77	0.83	5.63	0.82
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	50	862177	5.80	0.82	5.66	0.81
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	53	887991	5.97	0.82	5.66	0.78
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	37	908704	4.07	0.67	3.87	0.65
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	43	919628	4.68	0.71	4.52	0.69
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	59	944373	6.25	0.81	6.18	0.81
	"Mecklenburg County, NC"	"37119"	"2012"	"2012"	71	969031	7.33	0.87	7.21	0.87
	"Mecklenburg County, NC"	"37119"	"2013"	"2013"	59	990977	5.95	0.78	5.67	0.74
	"Mecklenburg County, NC"	"37119"	"2014"	"2014"	87	1012539	8.59	0.92	7.94	0.87
	"Mecklenburg County, NC"	"37119"	"2015"	"2015"	98	1034070	9.48	0.96	9.12	0.93
	"Mecklenburg County, NC"	"37119"	"2016"	"2016"	155	1054835	14.69	1.18	14.17	1.15
	"Mecklenburg County, NC"	"37119"	"2017"	"2017"	186	1076837	17.27	1.27	16.57	1.23
	"Mitchell County, NC"	"37121"	"2006"	"2006"	Suppressed	15699	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2007"	"2007"	Suppressed	15746	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2008"	"2008"	Suppressed	15740	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2009"	"2009"	Suppressed	15671	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2010"	"2010"	Suppressed	15579	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2011"	"2011"	Suppressed	15445	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2012"	"2012"	Suppressed	15368	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2013"	"2013"	Suppressed	15328	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2014"	"2014"	Suppressed	15311	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2015"	"2015"	Suppressed	15246	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2016"	"2016"	Suppressed	15126	Suppressed	Suppressed	Suppressed	Suppressed
	"Mitchell County, NC"	"37121"	"2017"	"2017"	Suppressed	15072	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"2006"	"2006"	Suppressed	27311	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"2007"	"2007"	Suppressed	27490	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"2008"	"2008"	Suppressed	27716	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"2009"	"2009"	Suppressed	27710	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"2010"	"2010"	Suppressed	27798	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"2011"	"2011"	Suppressed	27667	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"2012"	"2012"	Suppressed	27668	Suppressed	Suppressed	Suppressed	Suppressed
	"Montgomery County, NC"	"37123"	"2013"	"2013"	Suppressed	27571	Suppressed	Suppressed	Suppressed	Suppressed
